hh_num,community_factor,age,sex_factor,race_factor,marriage_factor,housesize,property_factor,energy_factor,income,waterperson_factor,drinking,multiple,share,treat_domestic2,treat_drinking2,storage,cistern_elevated2,days_noservice,hours_noservice,intermittency
1639,Borbon,36-46,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,3,18,144
1640,Borbon,47-60,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,3,18,144
1641,Borbon,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,3,18,144
1642,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,No bottled water,multiple,no,none,none,store,no,3,18,144
1643,Borbon,<36,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,No bottled water,single,no,none,none,store,no,3,18,144
1643,Borbon,<36,hombre,afro-ecuatoriano,divorced/separated/widowed,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,No bottled water,single,no,none,none,store,no,3,18,144
1644,Borbon,<36,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1646,Borbon,36-46,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1648,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1652,Borbon,36-46,hombre,mestizo,casado.o.union.libre,Large (more than 6),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,3,16,136
1654,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,3,18,144
1657,Borbon,<36,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,3,18,144
1658,Borbon,47-60,mujer/otro,mestizo,divorced/separated/widowed,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1659,Borbon,36-46,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,3,18,144
1660,Borbon,<36,hombre,mestizo,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,3,18,144
1661,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Large (more than 6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,3,18,144
1663,Borbon,>60,hombre,mestizo,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,No bottled water,multiple,no,none,none,store,no,3,18,144
1665,Borbon,<36,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,3,18,144
1667,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,3,18,144
1668,Borbon,<36,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,3,16,136
1672,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,2,16,128
1674,Borbon,<36,mujer/otro,mestizo,divorced/separated/widowed,Small (up to 3),No,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,1,18,132
1675,Borbon,<36,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,1,18,132
1676,Borbon,36-46,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,1,19,138
1677,Borbon,>60,hombre,mestizo,divorced/separated/widowed,Small (up to 3),No,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,2,18,138
1678,Borbon,<36,hombre,mestizo,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,2,18,138
1682,Borbon,36-46,mujer/otro,mestizo,divorced/separated/widowed,Medium (4-6),No,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,3,18,144
1684,Borbon,36-46,mujer/otro,mestizo,divorced/separated/widowed,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,3,17,140
1685,Borbon,>60,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Continuous,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,2,17,133
1686,Borbon,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Large (more than 6),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,2,17,133
1687,Borbon,<36,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,1,20,144
1688,Borbon,47-60,mujer/otro,mestizo,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,yes,1,20,144
1691,Borbon,36-46,hombre,mestizo,casado.o.union.libre,Large (more than 6),Yes,Interrupted,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,3,18,144
1697,Borbon,36-46,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,>394,Adult woman,Bottled water,single,no,none,none,store,no,2,18,138
1700,Borbon,>60,hombre,mestizo,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult man,No bottled water,multiple,no,none,none,store,no,3,18,144
1701,Borbon,36-46,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,treatment,none,store,no,3,17,140
1705,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Large (more than 6),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,3,18,144
1707,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Large (more than 6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,2,17,133
1708,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,3,17,140
1709,Borbon,<36,hombre,mestizo,casado.o.union.libre,Large (more than 6),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,2,18,138
1711,Borbon,36-46,hombre,mestizo,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,3,16,136
1712,Borbon,36-46,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,3,16,136
1713,Borbon,47-60,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,No bottled water,multiple,no,none,none,store,no,3,18,144
1715,Borbon,47-60,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,3,16,136
1717,Borbon,47-60,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,single,no,none,none,store,no,3,18,144
1734,Borbon,>60,hombre,afro-ecuatoriano,divorced/separated/widowed,Medium (4-6),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,2,16,128
1740,Borbon,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,>394,Adult man,Bottled water,single,no,none,none,no store,no,4,19,153
1841,Borbon,36-46,hombre,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,>394,Adult woman,Bottled water,single,no,none,none,store,yes,4,18,150
1845,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,>394,Adult man,Bottled water,multiple,no,none,none,store,yes,3,19,148
1846,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,<= $394,Adult woman,Bottled water,single,no,treatment,none,store,no,4,16,144
75,Borbon,<36,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),No,Continuous,Skipped,Adult woman,No bottled water,multiple,no,none,none,no store,no,2,12,108
91,Borbon,<36,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,Skipped,Adult woman,Bottled water,multiple,no,none,none,store,no,2,21,153
94,Borbon,47-60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,<= $394,Adult woman,Bottled water,single,no,none,none,store,no,3,19,148
96,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,>394,Adult man,Bottled water,single,no,treatment,treatment,no store,no,4,21,159
102,Timbire,<36,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),No,Interrupted,<= $394,Adult man,No bottled water,multiple,yes,none,none,no store,no,0,4,28
110,Timbire,36-46,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,<= $394,Adult woman,No bottled water,multiple,no,none,none,store,no,0,6,42
114,Timbire,47-60,hombre,afro-ecuatoriano,divorced/separated/widowed,Medium (4-6),Yes,Interrupted,<= $394,Adult man,No bottled water,multiple,yes,none,none,no store,no,0,4,28
119,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Continuous,Skipped,Adult man,Bottled water,multiple,no,none,none,store,no,5,21,162
121,Timbire,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),No,Interrupted,<= $394,Adult man,No bottled water,multiple,no,none,none,no store,no,0,4,28
125,Maldonado,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),No,Interrupted,>394,Adult woman,Bottled water,single,yes,treatment,none,store,no,6,23,167
129,Timbire,36-46,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,<= $394,Adult man,No bottled water,multiple,no,none,none,no store,no,0,4,28
131,Timbire,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),No,Interrupted,<= $394,Adult man,No bottled water,multiple,no,none,none,store,no,0,4,28
131,Maldonado,36-46,hombre,chachi,casado.o.union.libre,Medium (4-6),Yes,Interrupted,<= $394,Adult man,Bottled water,single,no,treatment,none,store,no,5,21,162
132,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),No,Continuous,>394,Adult man,Bottled water,single,no,none,treatment,store,no,5,16,152
136,Timbire,36-46,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),No,Interrupted,<= $394,Adult man,No bottled water,multiple,no,treatment,treatment,store,no,0,4,28
136,Timbire,36-46,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),No,Interrupted,<= $394,Adult man,No bottled water,multiple,yes,none,treatment,store,no,0,4,28
149,Timbire,36-46,mujer/otro,mestizo,casado.o.union.libre,Small (up to 3),No,Interrupted,<= $394,Adult man,No bottled water,multiple,no,none,none,no store,no,0,4,28
168,Maldonado,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),No,Interrupted,>394,Adult man,Bottled water,single,no,treatment,none,store,no,0,0,0
179,Timbire,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),No,Interrupted,<= $394,Adult man,No bottled water,multiple,no,none,none,no store,no,0,9,63
181,Timbire,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,<= $394,Adult woman,No bottled water,multiple,no,none,none,no store,no,0,4,28
182,Maldonado,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,<= $394,Adult woman,No bottled water,single,no,none,none,store,no,2,21,153
187,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,>394,Adult man,No bottled water,single,yes,none,none,store,no,2,19,143
198,Maldonado,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,No bottled water,single,no,none,treatment,no store,no,0,23,161
206,Maldonado,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,5,9,138
213,Timbire,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,<= $394,Adult man,No bottled water,multiple,no,none,treatment,store,no,0,4,28
225,Maldonado,>60,hombre,afro-ecuatoriano,soltero,Small (up to 3),No,Interrupted,<= $394,Adult man,Bottled water,single,no,none,none,store,yes,2,21,153
226,Timbire,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Large (more than 6),Yes,Interrupted,<= $394,Adult man,No bottled water,multiple,no,none,none,no store,no,0,4,28
246,Maldonado,>60,hombre,chachi,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,treatment,none,store,no,2,21,153
282,Borbon,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Continuous,Skipped,Adult man,Bottled water,single,no,none,none,store,yes,4,20,156
291,Maldonado,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,Skipped,Adult man,No bottled water,multiple,no,none,none,store,no,0,22,154
297,Borbon,>60,hombre,chachi,soltero,Small (up to 3),Yes,Continuous,<= $394,Adult man,Bottled water,single,no,none,none,store,no,4,16,144
307,Maldonado,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,<= $394,Adult woman,No bottled water,single,no,none,none,store,no,1,22,156
311,Maldonado,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),No,Interrupted,<= $394,Adult woman,Bottled water,single,no,none,none,store,no,2,22,158
320,Maldonado,47-60,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,<= $394,Adult man,Bottled water,single,no,none,none,store,no,0,21,147
320,Maldonado,47-60,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,<= $394,Adult woman,Bottled water,single,no,none,none,store,no,0,21,147
342,Maldonado,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Large (more than 6),No,Interrupted,<= $394,Adult woman,Bottled water,single,no,none,none,store,no,0,21,147
346,Maldonado,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,<= $394,Adult man,Bottled water,single,no,none,none,store,no,0,21,147
350,Maldonado,>60,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Medium (4-6),Yes,Interrupted,<= $394,Adult woman,Bottled water,single,no,none,none,store,no,0,21,147
379,Maldonado,>60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),No,Interrupted,>394,Adult woman,Bottled water,single,no,none,none,store,no,0,21,147
405,Maldonado,47-60,hombre,chachi,casado.o.union.libre,Medium (4-6),Yes,Interrupted,<= $394,Adult woman,Bottled water,single,no,treatment,none,store,no,0,21,147
427,Maldonado,>60,hombre,mestizo,casado.o.union.libre,Medium (4-6),Yes,Interrupted,Skipped,Adult woman,Bottled water,single,no,none,none,store,no,4,9,123
441,Maldonado,>60,hombre,chachi,casado.o.union.libre,Small (up to 3),Yes,Interrupted,<= $394,Adult man,Bottled water,single,no,treatment,none,store,yes,0,21,147
448,Maldonado,36-46,hombre,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,Skipped,Adult man,Bottled water,multiple,no,treatment,none,store,no,1,21,150
455,Borbon,>60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Continuous,Skipped,Adult woman,Bottled water,single,no,none,none,store,yes,5,20,160
461,Borbon,<36,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),No,Continuous,>394,Adult woman,Bottled water,single,no,none,none,store,yes,3,21,156
478,Borbon,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),No,Continuous,Skipped,Adult woman,Bottled water,single,no,treatment,none,store,yes,5,23,166
482,Maldonado,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Small (up to 3),Yes,Interrupted,>394,Adult woman,Bottled water,single,no,none,none,store,no,0,21,147
488,Maldonado,47-60,hombre,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,<= $394,Adult woman,Bottled water,multiple,no,none,none,store,no,1,22,156
497,Maldonado,<36,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),Yes,Interrupted,<= $394,Adult woman,Bottled water,multiple,no,none,none,store,no,2,22,158
540,Borbon,<36,hombre,chachi,casado.o.union.libre,Small (up to 3),Yes,Continuous,Skipped,Adult man,Bottled water,single,no,none,none,store,yes,5,23,166
550,Borbon,47-60,hombre,chachi,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,<= $394,Adult woman,No bottled water,multiple,no,none,none,store,no,2,18,138
581,Borbon,36-46,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),No,Interrupted,<= $394,Adult woman,Bottled water,single,no,none,none,store,no,4,20,156
612,Borbon,<36,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),Yes,Interrupted,<= $394,Adult woman,No bottled water,single,no,none,none,store,no,4,21,159
650,Borbon,36-46,mujer/otro,afro-ecuatoriano,soltero,Large (more than 6),Yes,Interrupted,<= $394,Adult man,Bottled water,single,no,none,none,store,no,3,20,152
650,Borbon,47-60,hombre,afro-ecuatoriano,soltero,Large (more than 6),Yes,Interrupted,<= $394,Adult man,Bottled water,single,no,none,none,store,no,3,20,152
670,Borbon,47-60,hombre,afro-ecuatoriano,soltero,Medium (4-6),Yes,Interrupted,<= $394,Adult woman,No bottled water,multiple,no,none,treatment,store,no,5,17,154
676,Borbon,36-46,hombre,afro-ecuatoriano,soltero,Small (up to 3),No,Interrupted,<= $394,Adult man,Bottled water,single,no,none,none,store,no,2,18,138
679,Borbon,36-46,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,>394,Adult man,Bottled water,multiple,no,none,none,no store,no,3,19,148
682,Borbon,>60,mujer/otro,afro-ecuatoriano,divorced/separated/widowed,Small (up to 3),Yes,Interrupted,<= $394,Adult woman,No bottled water,multiple,no,none,none,store,no,3,19,148
703,Borbon,47-60,mujer/otro,afro-ecuatoriano,casado.o.union.libre,Medium (4-6),Yes,Interrupted,<= $394,Adult man,Bottled water,multiple,no,treatment,none,store,no,5,21,162
723,Borbon,47-60,mujer/otro,chachi,soltero,Small (up to 3),Yes,Interrupted,>394,Adult man,Bottled water,single,no,none,none,store,no,4,21,159
725,Borbon,>60,hombre,afro-ecuatoriano,soltero,Small (up to 3),No,Interrupted,<= $394,Adult man,Bottled water,single,no,none,none,store,no,4,21,159
752,Borbon,>60,mujer/otro,afro-ecuatoriano,soltero,Small (up to 3),Yes,Interrupted,<= $394,Adult man,Bottled water,single,no,none,none,store,no,4,22,162
770,Borbon,47-60,hombre,chachi,soltero,Small (up to 3),Yes,Interrupted,<= $394,Adult woman,Bottled water,single,no,none,none,store,no,5,21,162
771,Borbon,>60,hombre,chachi,soltero,Large (more than 6),Yes,Interrupted,<= $394,Adult man,Bottled water,multiple,no,treatment,none,store,no,2,21,153
801,Borbon,<36,mujer/otro,afro-ecuatoriano,soltero,Medium (4-6),No,Interrupted,<= $394,Adult woman,Bottled water,single,no,none,none,store,no,4,20,156
837,Borbon,36-46,mujer/otro,chachi,soltero,Large (more than 6),Yes,Interrupted,>394,Adult man,No bottled water,single,no,treatment,treatment,store,yes,5,18,156
878,Borbon,47-60,mujer/otro,chachi,divorced/separated/widowed,Small (up to 3),Yes,Continuous,Skipped,Adult man,Bottled water,single,no,none,treatment,no store,yes,2,21,153
